,fuzzy_cluster_0,fuzzy_cluster_1,fuzzy_cluster_2,fuzzy_cluster_3,fuzzy_cluster_4,fuzzy_cluster_5,fuzzy_cluster_6,fuzzy_cluster_7,fuzzy_cluster_8,fuzzy_cluster_9,fuzzy_cluster_10,fuzzy_cluster_11,fuzzy_cluster_12,fuzzy_cluster_13,fuzzy_cluster_14,fuzzy_cluster_15,fuzzy_cluster_16,fuzzy_cluster_17,fuzzy_cluster_18,fuzzy_cluster_19,fuzzy_cluster_20,fuzzy_cluster_21,fuzzy_cluster_22,fuzzy_cluster_23,fuzzy_cluster_24,fuzzy_cluster_25,fuzzy_cluster_26,fuzzy_cluster_27,fuzzy_cluster_28,fuzzy_cluster_29,dominant_cluster,dominant_score
Roma,0.03412138294976978,0.03222189386610859,0.03398547364646793,0.0324683298009685,0.0339354916802709,0.03269090400139907,0.034323790638435304,0.03279524245058235,0.0349171196022629,0.03349731909469022,0.032267564366410886,0.03387555006099423,0.032390934264680225,0.03316384640518532,0.0344220567140941,0.03303015711111162,0.03334670944376728,0.03411830038631324,0.03284425349152174,0.03409400904878716,0.03256884103248377,0.03239642484725188,0.03399242759450483,0.03364569631571911,0.03272374184552409,0.03442438345289436,0.03179192887332,0.03332661029021098,0.03318288591854859,0.03343673080572112,8,0.0349
Santiago,0.03377830361845697,0.032685048058111996,0.033707432189656425,0.03284345883728834,0.03366962289037116,0.03297865763859784,0.033879751895766815,0.033050687727391705,0.03420347235019855,0.03346047317674152,0.03270510390750783,0.0336464951600144,0.03278525717134784,0.033241746568846604,0.03395310292970131,0.033186581646076165,0.033338990806941984,0.033791164110656885,0.033065899253308,0.03379438910664344,0.03287950892612416,0.03278889098291095,0.03370488158690476,0.033517463480042406,0.03299171207542081,0.033930037460448516,0.03241418069151006,0.03333732283439068,0.03327357431185476,0.03339678860676705,8,0.0342
Sevilla,0.0336947169658995,0.032805820339836325,0.03363911689906624,0.03293306188584039,0.03361814660648449,0.0330401882228655,0.033781266727786294,0.033091351139184204,0.034023971606992894,0.03342329361216031,0.032833658620102645,0.03358799213107587,0.032894867804987016,0.033265698681544754,0.03382503183589142,0.03320368950065298,0.033355031341576274,0.03369633573658324,0.03311528293367073,0.03368128388436138,0.03298304415845368,0.03289474267266716,0.03364170024704196,0.033485655143677594,0.03305857354075951,0.033827280582268554,0.032584846389148,0.03334480050168841,0.03327422369568496,0.03339532659204779,8,0.034
Sofia,0.033101295780119645,0.033656508936168075,0.03314117402267466,0.03358118981697663,0.03315519303226514,0.03353543119328584,0.03303148646611722,0.033509539956059986,0.03281839601267389,0.033291271839515045,0.03362264089108126,0.03318711588740286,0.033597945043660885,0.03340763122390359,0.03298992040102567,0.03344370519935521,0.033338663889823955,0.033092540349515205,0.03349377288529544,0.033117812042446695,0.03355457592243316,0.03361204492615266,0.033139705094389495,0.03326412945479761,0.033520228524190086,0.03298700192493891,0.033740382233756104,0.03334928780200622,0.03340584870969624,0.033313560538272675,26,0.0337
Stockholm,0.03346223059606575,0.03315234046465098,0.033438696180550675,0.033186384271823945,0.033434334853468674,0.0332361420596343,0.033489782056621765,0.03325196992934084,0.033549073489898794,0.03335593221063593,0.0331492067824803,0.033431667978952084,0.033175270061793036,0.033326506192605104,0.03348763190923605,0.03329357183199006,0.033346808861409956,0.03344906186908728,0.033264823458513684,0.033452501712919254,0.03321528489196934,0.033186451130011486,0.03344280418982127,0.0334022390893329,0.03324024700682658,0.033495026024071936,0.033054944064159424,0.03334387059724042,0.03332402323020837,0.03336117300467978,8,0.0335
Tallinn,0.033638407883718593,0.03289587366156049,0.03358822057545335,0.0329997496466838,0.033570564964273845,0.033084729340761364,0.03371347594001033,0.03312396850148857,0.033930519899428344,0.03340312675799071,0.03292131062302959,0.03354358640184643,0.032969415831314554,0.033270477590805286,0.03375097232218265,0.033217239033623044,0.033347750630976884,0.03363938681673971,0.03314569093736678,0.03362296535083955,0.03304213910574228,0.032967063584228025,0.033590959702168896,0.03345498469272196,0.033099326879343506,0.033753909013190954,0.0327227823991624,0.03333675237564248,0.033274785751114644,0.03337986378659082,8,0.0339
Tarifa,0.03304877312960183,0.03373943408699436,0.03309667094582192,0.03364692083409663,0.03311603044773052,0.03356091199351277,0.03298079981142849,0.03352016769915637,0.03277991064126057,0.03326708756912207,0.03372799749481513,0.0331328784844652,0.033679295538479745,0.033387205005246334,0.03294637881143967,0.0334341206571526,0.03332397932105154,0.033050490568187714,0.03350444685747879,0.033053104532591596,0.0336125882448796,0.03367338334530095,0.03309488181433588,0.03321339286290658,0.03355119545923271,0.0329488070370632,0.033909929215944025,0.03333004008786794,0.03337722323830423,0.03329195426453098,26,0.0339
Tbilisi,0.03313316881084277,0.033613502583875014,0.03316738009973871,0.03354831242613427,0.033179407050368676,0.03350570258136932,0.03307463149668837,0.033482670310428446,0.032897735703151826,0.033295500048560994,0.03358669392974052,0.03320508595468689,0.03356349578067424,0.03339346428044165,0.033040747199000645,0.033425091361747046,0.03333614223466363,0.03312682865794097,0.03346905946025334,0.03314634592395232,0.03352458226271148,0.033573752290479965,0.03316601331474939,0.033270018461667376,0.033493179448974834,0.03303850061530048,0.033693057135697015,0.03334451389108588,0.03339143841255155,0.03331397827252244,26,0.0337
Valencia,0.03319610611038148,0.03352062523344906,0.03322257346855386,0.03347847297968662,0.03323636344832521,0.033446655262035586,0.03315845307595899,0.03342824583127281,0.033026518183724964,0.033301797240049426,0.03351198889202749,0.033246377698605355,0.0334931612565601,0.03337808518492227,0.03312822669776143,0.03338963015184161,0.03334794448800053,0.033187983653637704,0.03342472893055896,0.0331908788293489,0.033474220375402305,0.033497704977933515,0.033223887645296026,0.0332918636565547,0.033444012666430815,0.03313843909366906,0.033573832420633644,0.03334742032464102,0.03336660937077921,0.033327192851957385,26,0.0336
Vienna,0.033997544744424485,0.032397521684608674,0.033882644673541545,0.032604639030966456,0.03384244959227076,0.032792352682084094,0.0341674132573219,0.032878302041727536,0.03465987693383532,0.033468632428111496,0.032436910520163204,0.03379109056063456,0.03254048343423341,0.033193900272217775,0.03424530675405076,0.03307673630097637,0.03334978606194294,0.033991672665474745,0.03292228626245993,0.03396869267639468,0.03269410275257335,0.032545701126003676,0.03388966630094625,0.033598481903144836,0.03282057511062984,0.034251691239754224,0.03203285201796769,0.033330170840004565,0.03320569782289593,0.033422818308639,8,0.0347
Warsaw,0.03400320009133457,0.03238820683711381,0.033887138826358215,0.03260018051625799,0.03384222261744396,0.03278834637697215,0.034173479365128455,0.032877881032239265,0.03468377904559566,0.03347750827241909,0.03242690209880675,0.033792831407515274,0.03253217000076942,0.03318637087930734,0.03426230226625573,0.033077421963048255,0.03334144556572521,0.03400430301744583,0.03291739777475657,0.033985412702594434,0.03268060545415609,0.03253545613240992,0.03389171739850583,0.033596150043821084,0.032814488485836894,0.034258574070973456,0.03202415559916443,0.03332546946012935,0.03320613545664095,0.03341874724127401,8,0.0347
